10.14469/hpc/10386>	[IFDReference 1 >as>null doi:https://doi.org/10.14469/hpc/10386]	Syntheses and Characterization of Main Group, Transition Metal, Lanthanide and Actinide Complexes of Bidentate Acylpyrazolone Ligands
10.14469/hpc/10386>C>11349>	[IFDReference 2 >as>null doi:https://doi.org/10.14469/hpc/11349]
10.14469/hpc/10386>C>11331>C>11647>	[IFDReference 1533 >as>null doi:https://doi.org/10.14469/hpc/11647]
10.14469/hpc/10386>C>11331>C>11647>D>R	[IFDReference 1534 >as>15b.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11647&file=4]
10.14469/hpc/10386>C>11331>C>11647>D>R	[IFDReference 1535 >as>15b.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11647&file=3]
10.14469/hpc/10386>C>11331>C>11647>D>R	[IFDReference 1536 >as>15b.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11647&file=2]
10.14469/hpc/10386>C>11331>C>11647>D>R	[IFDReference 1537 >as>TM-VI-112_2021-10-12T12-15-42.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11647&file=1]
10.14469/hpc/10386>C>11331>C>11333>	[IFDReference 1538 >as>null doi:https://doi.org/10.14469/hpc/11333]
10.14469/hpc/10386>C>11331>C>11333>>11334>	[IFDReference 1539 >as>null doi:https://doi.org/10.14469/hpc/11334]
10.14469/hpc/10386>C>11331>C>11333>>11334>D>R	[IFDReference 1540 >as>15.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11334&file=9]
10.14469/hpc/10386>C>11331>C>11333>>11334>D>R	[IFDReference 1541 >as>15b.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11334&file=8]
10.14469/hpc/10386>C>11331>C>11333>>11334>D>R	[IFDReference 1542 >as>AB2111.zip.003 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11334&file=7]
10.14469/hpc/10386>C>11331>C>11333>>11334>D>R	[IFDReference 1543 >as>AB2111.zip.002 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11334&file=6]
10.14469/hpc/10386>C>11331>C>11333>>11334>D>R	[IFDReference 1544 >as>AB2111.zip.001 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11334&file=5]
10.14469/hpc/10386>C>11331>C>11333>>11334>D>R	[IFDReference 1545 >as>AB2111.7z.003 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11334&file=4]
10.14469/hpc/10386>C>11331>C>11333>>11334>D>R	[IFDReference 1546 >as>AB2111.7z.002 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11334&file=3]
10.14469/hpc/10386>C>11331>C>11333>>11334>D>R	[IFDReference 1547 >as>AB2111.7z.001 url:https://data.hpc.imperial.ac.uk/resolve/?doi=11334&file=2]
10.14469/hpc/10386>C>11331>C>11333>>11334>D>R	[IFDReference 1548 >as>AB2111.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11334&file=1]
10.14469/hpc/10386>C>11331>C>11333>>11334>D>ccdc.csd.cc2d6py8>	[IFDReference 1549 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6py8]	CCDC 2210980: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11331>C>11333>>11332>	[IFDReference 1550 >as>null doi:https://doi.org/10.14469/hpc/11332]
10.14469/hpc/10386>C>11331>C>11333>>11332>D>R	[IFDReference 1551 >as>15.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11332&file=5]
10.14469/hpc/10386>C>11331>C>11333>>11332>D>R	[IFDReference 1552 >as>15.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11332&file=4]
10.14469/hpc/10386>C>11331>C>11333>>11332>D>R	[IFDReference 1553 >as>AB2118.tar.gz url:https://data.hpc.imperial.ac.uk/resolve/?doi=11332&file=3]
10.14469/hpc/10386>C>11331>C>11333>>11332>D>R	[IFDReference 1554 >as>AB2118.7z url:https://data.hpc.imperial.ac.uk/resolve/?doi=11332&file=2]
10.14469/hpc/10386>C>11331>C>11333>>11332>D>R	[IFDReference 1555 >as>AB2118.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11332&file=1]
10.14469/hpc/10386>C>11331>C>11333>>11332>D>ccdc.csd.cc2d6px7>	[IFDReference 1556 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6px7]	CCDC 2210979: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11331>C>11333>>ccdc.csd.cc2d6px7>	[IFDReference 1557 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6px7]	CCDC 2210979: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11298>	[IFDReference 1558 >as>null doi:https://doi.org/10.14469/hpc/11298]
10.14469/hpc/10386>C>11298>C>11562>	[IFDReference 1559 >as>null doi:https://doi.org/10.14469/hpc/11562]
10.14469/hpc/10386>C>11298>C>11562>C>11565>	[IFDReference 1560 >as>null doi:https://doi.org/10.14469/hpc/11565]	NMR Data for (4-(Ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-olate)sodium (11), 1H, 13C, HMBC
10.14469/hpc/10386>C>11298>C>11562>C>11565>D>R	[IFDReference 1561 >as>11.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11565&file=8]
10.14469/hpc/10386>C>11298>C>11562>C>11565>D>R	[IFDReference 1562 >as>11.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11565&file=7]
10.14469/hpc/10386>C>11298>C>11562>C>11565>D>R	[IFDReference 1563 >as>11.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11565&file=5]
10.14469/hpc/10386>C>11298>C>11562>C>11565>D>R	[IFDReference 1564 >as>11-hmbc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11565&file=4]
10.14469/hpc/10386>C>11298>C>11562>C>11565>D>R	[IFDReference 1565 >as>11-hmbc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11565&file=3]
10.14469/hpc/10386>C>11298>C>11562>C>11565>D>R	[IFDReference 1566 >as>11-hmbc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11565&file=2]
10.14469/hpc/10386>C>11298>C>11562>C>11565>D>R	[IFDReference 1567 >as>11-hmbc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11565&file=1]
10.14469/hpc/10386>C>11298>C>11562>C>11567>	[IFDReference 1568 >as>null doi:https://doi.org/10.14469/hpc/11567]	NMR data for (4-(Ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-olate)sodium (11), 1H, 13C, HSQC
10.14469/hpc/10386>C>11298>C>11562>C>11567>D>R	[IFDReference 1569 >as>11.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11567&file=8]
10.14469/hpc/10386>C>11298>C>11562>C>11567>D>R	[IFDReference 1570 >as>11.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11567&file=7]
10.14469/hpc/10386>C>11298>C>11562>C>11567>D>R	[IFDReference 1571 >as>11.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11567&file=5]
10.14469/hpc/10386>C>11298>C>11562>C>11567>D>R	[IFDReference 1572 >as>11-hsqc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11567&file=4]
10.14469/hpc/10386>C>11298>C>11562>C>11567>D>R	[IFDReference 1573 >as>11-hsqc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11567&file=3]
10.14469/hpc/10386>C>11298>C>11562>C>11567>D>R	[IFDReference 1574 >as>11-hsqc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11567&file=2]
10.14469/hpc/10386>C>11298>C>11562>C>11567>D>R	[IFDReference 1575 >as>11-hsqc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11567&file=1]
10.14469/hpc/10386>C>11298>C>11562>C>11566>	[IFDReference 1576 >as>null doi:https://doi.org/10.14469/hpc/11566]	NMR Data for (4-(Ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-olate)sodium (11), 1H, COSY
10.14469/hpc/10386>C>11298>C>11562>C>11566>D>R	[IFDReference 1577 >as>11.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11566&file=8]
10.14469/hpc/10386>C>11298>C>11562>C>11566>D>R	[IFDReference 1578 >as>11.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11566&file=7]
10.14469/hpc/10386>C>11298>C>11562>C>11566>D>R	[IFDReference 1579 >as>11.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11566&file=5]
10.14469/hpc/10386>C>11298>C>11562>C>11566>D>R	[IFDReference 1580 >as>11-cosy.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11566&file=4]
10.14469/hpc/10386>C>11298>C>11562>C>11566>D>R	[IFDReference 1581 >as>11-cosy.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11566&file=3]
10.14469/hpc/10386>C>11298>C>11562>C>11566>D>R	[IFDReference 1582 >as>11-cosy.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11566&file=2]
10.14469/hpc/10386>C>11298>C>11562>C>11566>D>R	[IFDReference 1583 >as>11-cosy.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11566&file=1]
10.14469/hpc/10386>C>11298>C>11562>C>11563>	[IFDReference 1584 >as>null doi:https://doi.org/10.14469/hpc/11563]	NMR Data for (4-(Ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-olate)sodium (11), 1H
10.14469/hpc/10386>C>11298>C>11562>C>11563>D>R	[IFDReference 1585 >as>11.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11563&file=8]
10.14469/hpc/10386>C>11298>C>11562>C>11563>D>R	[IFDReference 1586 >as>11.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11563&file=7]
10.14469/hpc/10386>C>11298>C>11562>C>11563>D>R	[IFDReference 1587 >as>11.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11563&file=5]
10.14469/hpc/10386>C>11298>C>11562>C>11563>D>R	[IFDReference 1588 >as>11-1H.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11563&file=4]
10.14469/hpc/10386>C>11298>C>11562>C>11563>D>R	[IFDReference 1589 >as>11-1H.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11563&file=3]
10.14469/hpc/10386>C>11298>C>11562>C>11563>D>R	[IFDReference 1590 >as>11-1H.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11563&file=2]
10.14469/hpc/10386>C>11298>C>11562>C>11563>D>R	[IFDReference 1591 >as>11-1H.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11563&file=1]
10.14469/hpc/10386>C>11298>C>11562>C>11564>	[IFDReference 1592 >as>null doi:https://doi.org/10.14469/hpc/11564]	NMR Data for(4-(Ethoxycarbonyl)-1-(4-methoxybenzyl)-1H-pyrazol-5-olate)sodium (11), 13C
10.14469/hpc/10386>C>11298>C>11562>C>11564>D>R	[IFDReference 1593 >as>11.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11564&file=7]
10.14469/hpc/10386>C>11298>C>11562>C>11564>D>R	[IFDReference 1594 >as>11.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11564&file=6]
10.14469/hpc/10386>C>11298>C>11562>C>11564>D>R	[IFDReference 1595 >as>11.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11564&file=4]
10.14469/hpc/10386>C>11298>C>11562>C>11564>D>R	[IFDReference 1596 >as>11-13C.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11564&file=3]
10.14469/hpc/10386>C>11298>C>11562>C>11564>D>R	[IFDReference 1597 >as>11-13C.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11564&file=2]
10.14469/hpc/10386>C>11298>C>11562>C>11564>D>R	[IFDReference 1598 >as>11-13C.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11564&file=1]
10.14469/hpc/10386>C>11298>C>11561>	[IFDReference 1599 >as>null doi:https://doi.org/10.14469/hpc/11561]
10.14469/hpc/10386>C>11298>C>11561>D>R	[IFDReference 1600 >as>11.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11561&file=5]
10.14469/hpc/10386>C>11298>C>11561>D>R	[IFDReference 1601 >as>11.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11561&file=4]
10.14469/hpc/10386>C>11298>C>11561>D>R	[IFDReference 1602 >as>11.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11561&file=2]
10.14469/hpc/10386>C>11298>C>11561>D>R	[IFDReference 1603 >as>TM-VI-251_2022-07-19T17-59-29.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11561&file=1]
10.14469/hpc/10386>C>11298>C>11327>	[IFDReference 1604 >as>null doi:https://doi.org/10.14469/hpc/11327]
10.14469/hpc/10386>C>11298>C>11327>D>R	[IFDReference 1605 >as>11.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11327&file=6]
10.14469/hpc/10386>C>11298>C>11327>D>R	[IFDReference 1606 >as>11.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11327&file=5]
10.14469/hpc/10386>C>11298>C>11327>D>R	[IFDReference 1607 >as>AB2238.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11327&file=3]
10.14469/hpc/10386>C>11298>C>11327>D>R	[IFDReference 1608 >as>AB2238.7z url:https://data.hpc.imperial.ac.uk/resolve/?doi=11327&file=2]
10.14469/hpc/10386>C>11298>C>11327>D>R	[IFDReference 1609 >as>AB2238.zip.tar.gz url:https://data.hpc.imperial.ac.uk/resolve/?doi=11327&file=1]
10.14469/hpc/10386>C>11360>	[IFDReference 1610 >as>null doi:https://doi.org/10.14469/hpc/11360]
10.14469/hpc/10386>C>11360>C>11609>	[IFDReference 1611 >as>null doi:https://doi.org/10.14469/hpc/11609]
10.14469/hpc/10386>C>11360>C>11609>C>11649>	[IFDReference 1612 >as>null doi:https://doi.org/10.14469/hpc/11649]	NMR Data for Tris((4-benzoyl-1-(4-methoxybenzyl)-1H-pyrazol-5-yl)oxy)scandium ethanol dimer (25), 1H, COSY
10.14469/hpc/10386>C>11360>C>11609>C>11649>D>R	[IFDReference 1613 >as>25.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11649&file=7]
10.14469/hpc/10386>C>11360>C>11609>C>11649>D>R	[IFDReference 1614 >as>25.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11649&file=6]
10.14469/hpc/10386>C>11360>C>11609>C>11649>D>R	[IFDReference 1615 >as>25.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11649&file=5]
10.14469/hpc/10386>C>11360>C>11609>C>11649>D>R	[IFDReference 1616 >as>25-cosy.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11649&file=4]
10.14469/hpc/10386>C>11360>C>11609>C>11649>D>R	[IFDReference 1617 >as>25-cosy.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11649&file=3]
10.14469/hpc/10386>C>11360>C>11609>C>11649>D>R	[IFDReference 1618 >as>25-cosy.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11649&file=2]
10.14469/hpc/10386>C>11360>C>11609>C>11649>D>R	[IFDReference 1619 >as>25-cosy.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11649&file=1]
10.14469/hpc/10386>C>11360>C>11609>C>11648>	[IFDReference 1620 >as>null doi:https://doi.org/10.14469/hpc/11648]	NMR Data for Tris((4-benzoyl-1-(4-methoxybenzyl)-1H-pyrazol-5-yl)oxy)scandium ethanol dimer (25), 13C
10.14469/hpc/10386>C>11360>C>11609>C>11648>D>R	[IFDReference 1621 >as>25.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11648&file=7]
10.14469/hpc/10386>C>11360>C>11609>C>11648>D>R	[IFDReference 1622 >as>25.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11648&file=6]
10.14469/hpc/10386>C>11360>C>11609>C>11648>D>R	[IFDReference 1623 >as>25.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11648&file=5]
10.14469/hpc/10386>C>11360>C>11609>C>11648>D>R	[IFDReference 1624 >as>25-13C.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11648&file=4]
10.14469/hpc/10386>C>11360>C>11609>C>11648>D>R	[IFDReference 1625 >as>25-13C.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11648&file=3]
10.14469/hpc/10386>C>11360>C>11609>C>11648>D>R	[IFDReference 1626 >as>25-13C.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11648&file=2]
10.14469/hpc/10386>C>11360>C>11609>C>11648>D>R	[IFDReference 1627 >as>25-13C.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11648&file=1]
10.14469/hpc/10386>C>11360>C>11609>C>11646>	[IFDReference 1628 >as>null doi:https://doi.org/10.14469/hpc/11646]	NMR Data for Tris((4-benzoyl-1-(4-methoxybenzyl)-1H-pyrazol-5-yl)oxy)scandium ethanol dimer (25), 1H
10.14469/hpc/10386>C>11360>C>11609>C>11646>D>R	[IFDReference 1629 >as>25.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11646&file=7]
10.14469/hpc/10386>C>11360>C>11609>C>11646>D>R	[IFDReference 1630 >as>25.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11646&file=6]
10.14469/hpc/10386>C>11360>C>11609>C>11646>D>R	[IFDReference 1631 >as>25.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11646&file=5]
10.14469/hpc/10386>C>11360>C>11609>C>11646>D>R	[IFDReference 1632 >as>25-1H.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11646&file=4]
10.14469/hpc/10386>C>11360>C>11609>C>11646>D>R	[IFDReference 1633 >as>25-1H.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11646&file=3]
10.14469/hpc/10386>C>11360>C>11609>C>11646>D>R	[IFDReference 1634 >as>25-1H.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11646&file=2]
10.14469/hpc/10386>C>11360>C>11609>C>11646>D>R	[IFDReference 1635 >as>25-1H.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11646&file=1]
10.14469/hpc/10386>C>11360>C>11609>C>11651>	[IFDReference 1636 >as>null doi:https://doi.org/10.14469/hpc/11651]	NMR Data for Tris((4-benzoyl-1-(4-methoxybenzyl)-1H-pyrazol-5-yl)oxy)scandium ethanol dimer (25), 1H, 13C, HMBC
10.14469/hpc/10386>C>11360>C>11609>C>11651>D>R	[IFDReference 1637 >as>25.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11651&file=7]
10.14469/hpc/10386>C>11360>C>11609>C>11651>D>R	[IFDReference 1638 >as>25.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11651&file=6]
10.14469/hpc/10386>C>11360>C>11609>C>11651>D>R	[IFDReference 1639 >as>25.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11651&file=5]
10.14469/hpc/10386>C>11360>C>11609>C>11651>D>R	[IFDReference 1640 >as>25-hmbc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11651&file=4]
10.14469/hpc/10386>C>11360>C>11609>C>11651>D>R	[IFDReference 1641 >as>25-hmbc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11651&file=3]
10.14469/hpc/10386>C>11360>C>11609>C>11651>D>R	[IFDReference 1642 >as>25-hmbc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11651&file=2]
10.14469/hpc/10386>C>11360>C>11609>C>11651>D>R	[IFDReference 1643 >as>25-hmbc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11651&file=1]
10.14469/hpc/10386>C>11360>C>11609>C>11650>	[IFDReference 1644 >as>null doi:https://doi.org/10.14469/hpc/11650]	NMR data for Tris((4-benzoyl-1-(4-methoxybenzyl)-1H-pyrazol-5-yl)oxy)scandium ethanol dimer (25), 1H, 13C, HSQC
10.14469/hpc/10386>C>11360>C>11609>C>11650>D>R	[IFDReference 1645 >as>25.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11650&file=7]
10.14469/hpc/10386>C>11360>C>11609>C>11650>D>R	[IFDReference 1646 >as>25.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11650&file=6]
10.14469/hpc/10386>C>11360>C>11609>C>11650>D>R	[IFDReference 1647 >as>25.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11650&file=5]
10.14469/hpc/10386>C>11360>C>11609>C>11650>D>R	[IFDReference 1648 >as>25-hsqc.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11650&file=4]
10.14469/hpc/10386>C>11360>C>11609>C>11650>D>R	[IFDReference 1649 >as>25-hsqc.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11650&file=3]
10.14469/hpc/10386>C>11360>C>11609>C>11650>D>R	[IFDReference 1650 >as>25-hsqc.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11650&file=2]
10.14469/hpc/10386>C>11360>C>11609>C>11650>D>R	[IFDReference 1651 >as>25-hsqc.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11650&file=1]
10.14469/hpc/10386>C>11360>C>11608>	[IFDReference 1652 >as>null doi:https://doi.org/10.14469/hpc/11608]
10.14469/hpc/10386>C>11360>C>11608>D>R	[IFDReference 1653 >as>25.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11608&file=4]
10.14469/hpc/10386>C>11360>C>11608>D>R	[IFDReference 1654 >as>25.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11608&file=3]
10.14469/hpc/10386>C>11360>C>11608>D>R	[IFDReference 1655 >as>25.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11608&file=2]
10.14469/hpc/10386>C>11360>C>11608>D>R	[IFDReference 1656 >as>TM-VI-171_2021-11-24T15-53-04.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11608&file=1]
10.14469/hpc/10386>C>11360>C>11361>	[IFDReference 1657 >as>null doi:https://doi.org/10.14469/hpc/11361]
10.14469/hpc/10386>C>11360>C>11361>D>R	[IFDReference 1658 >as>25.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11361&file=5]
10.14469/hpc/10386>C>11360>C>11361>D>R	[IFDReference 1659 >as>25.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11361&file=4]
10.14469/hpc/10386>C>11360>C>11361>D>R	[IFDReference 1660 >as>AB2141.tar.gz url:https://data.hpc.imperial.ac.uk/resolve/?doi=11361&file=3]
10.14469/hpc/10386>C>11360>C>11361>D>R	[IFDReference 1661 >as>AB2141.7z url:https://data.hpc.imperial.ac.uk/resolve/?doi=11361&file=2]
10.14469/hpc/10386>C>11360>C>11361>D>R	[IFDReference 1662 >as>AB2141.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11361&file=1]
10.14469/hpc/10386>C>11360>C>11361>D>ccdc.csd.cc2d6rft>	[IFDReference 1663 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6rft]	CCDC 2211026: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11397>	[IFDReference 1664 >as>null doi:https://doi.org/10.14469/hpc/11397]
10.14469/hpc/10386>C>11397>C>11494>	[IFDReference 1665 >as>null doi:https://doi.org/10.14469/hpc/11494]
10.14469/hpc/10386>C>11397>C>11494>D>R	[IFDReference 1666 >as>46.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11494&file=8]
10.14469/hpc/10386>C>11397>C>11494>D>R	[IFDReference 1667 >as>46.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11494&file=7]
10.14469/hpc/10386>C>11397>C>11494>D>R	[IFDReference 1668 >as>46.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11494&file=6]
10.14469/hpc/10386>C>11397>C>11494>D>R	[IFDReference 1669 >as>TM-VI-232_2022-01-21T17-56-19.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11494&file=1]
10.14469/hpc/10386>C>11397>C>11418>	[IFDReference 1670 >as>null doi:https://doi.org/10.14469/hpc/11418]
10.14469/hpc/10386>C>11397>C>11418>D>R	[IFDReference 1671 >as>46.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11418&file=6]
10.14469/hpc/10386>C>11397>C>11418>D>R	[IFDReference 1672 >as>46.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11418&file=5]
10.14469/hpc/10386>C>11397>C>11418>D>R	[IFDReference 1673 >as>AB2210.tar.gz url:https://data.hpc.imperial.ac.uk/resolve/?doi=11418&file=3]
10.14469/hpc/10386>C>11397>C>11418>D>R	[IFDReference 1674 >as>AB2210.7z url:https://data.hpc.imperial.ac.uk/resolve/?doi=11418&file=2]
10.14469/hpc/10386>C>11397>C>11418>D>R	[IFDReference 1675 >as>AB2210.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11418&file=1]
10.14469/hpc/10386>C>11397>C>11418>D>ccdc.csd.cc2d6qcq>	[IFDReference 1676 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6qcq]	CCDC 2210993: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11409>	[IFDReference 1677 >as>null doi:https://doi.org/10.14469/hpc/11409]
10.14469/hpc/10386>C>11409>C>11493>	[IFDReference 1678 >as>null doi:https://doi.org/10.14469/hpc/11493]
10.14469/hpc/10386>C>11409>C>11493>D>R	[IFDReference 1679 >as>66.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11493&file=6]
10.14469/hpc/10386>C>11409>C>11493>D>R	[IFDReference 1680 >as>66.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11493&file=5]
10.14469/hpc/10386>C>11409>C>11493>D>R	[IFDReference 1681 >as>66.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11493&file=4]
10.14469/hpc/10386>C>11409>C>11493>D>R	[IFDReference 1682 >as>TM-VI-224_2021-12-20T14-47-43.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11493&file=1]
10.14469/hpc/10386>C>11409>C>11436>	[IFDReference 1683 >as>null doi:https://doi.org/10.14469/hpc/11436]
10.14469/hpc/10386>C>11409>C>11436>D>R	[IFDReference 1684 >as>66.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11436&file=6]
10.14469/hpc/10386>C>11409>C>11436>D>R	[IFDReference 1685 >as>66.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11436&file=5]
10.14469/hpc/10386>C>11409>C>11436>D>R	[IFDReference 1686 >as>AB2202.tar.gz url:https://data.hpc.imperial.ac.uk/resolve/?doi=11436&file=3]
10.14469/hpc/10386>C>11409>C>11436>D>R	[IFDReference 1687 >as>AB2202.7z url:https://data.hpc.imperial.ac.uk/resolve/?doi=11436&file=2]
10.14469/hpc/10386>C>11409>C>11436>D>R	[IFDReference 1688 >as>AB2202.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=11436&file=1]
10.14469/hpc/10386>C>11409>C>11436>D>ccdc.csd.cc2d6qw7>	[IFDReference 1689 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6qw7]	CCDC 2211009: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11257>	[IFDReference 1690 >as>null doi:https://doi.org/10.14469/hpc/11257]
10.14469/hpc/10386>C>11257>C>11555>	[IFDReference 1691 >as>null doi:https://doi.org/10.14469/hpc/11555]
